experiment,dataset,train_per_class,repeat,seed,method,train_size,val_size,test_size,top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,test_acc,val_bal_acc,num_features_after_variant,selection_rule,alpha
E11,texas,8,4,19004,ridge_multihop5,32,84,67,,,,,,,,,0.7619047619047619,0.7761194029850746,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,10,0,21000,src_v16c,40,78,65,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.8461538461538461,0.8461538461538461,0.8051777170198223,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,10,0,21000,ridge_raw,40,78,65,,,,,,,,,0.8846153846153846,0.7230769230769231,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,10,0,21000,ridge_multihop5,40,78,65,,,,,,,,,0.8461538461538461,0.8461538461538461,,,alpha_selected_by_val_only_no_test,100.0
E11,texas,10,1,21001,src_v16c,40,78,65,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.7948717948717948,0.8769230769230769,0.7994531784005467,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,10,1,21001,ridge_raw,40,78,65,,,,,,,,,0.8205128205128205,0.8769230769230769,,,alpha_selected_by_val_only_no_test,100.0
E11,texas,10,1,21001,ridge_multihop5,40,78,65,,,,,,,,,0.7692307692307693,0.9230769230769231,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,10,2,21002,src_v16c,40,78,65,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8846153846153846,0.8,0.9062599681020734,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,10,2,21002,ridge_raw,40,78,65,,,,,,,,,0.8461538461538461,0.8,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,10,2,21002,ridge_multihop5,40,78,65,,,,,,,,,0.8974358974358975,0.8153846153846154,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,10,3,21003,src_v16c,40,78,65,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.7948717948717948,0.7846153846153846,0.8280701754385965,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,10,3,21003,ridge_raw,40,78,65,,,,,,,,,0.8717948717948718,0.7076923076923077,,,alpha_selected_by_val_only_no_test,0.1
E11,texas,10,3,21003,ridge_multihop5,40,78,65,,,,,,,,,0.782051282051282,0.8307692307692308,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,10,4,21004,src_v16c,40,78,65,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8717948717948718,0.8769230769230769,0.8900717703349282,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,10,4,21004,ridge_raw,40,78,65,,,,,,,,,0.8846153846153846,0.7692307692307693,,,alpha_selected_by_val_only_no_test,0.1
E11,texas,10,4,21004,ridge_multihop5,40,78,65,,,,,,,,,0.8333333333333334,0.8615384615384616,,,alpha_selected_by_val_only_no_test,100.0
E11,texas,15,0,26000,src_v16c,60,63,60,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8571428571428571,0.75,0.9154761904761906,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,15,0,26000,ridge_raw,60,63,60,,,,,,,,,0.9047619047619048,0.8833333333333333,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,15,0,26000,ridge_multihop5,60,63,60,,,,,,,,,0.8571428571428571,0.8,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,15,1,26001,src_v16c,60,63,60,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8888888888888888,0.8166666666666667,0.9257703081232493,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,15,1,26001,ridge_raw,60,63,60,,,,,,,,,0.873015873015873,0.7666666666666667,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,15,1,26001,ridge_multihop5,60,63,60,,,,,,,,,0.8888888888888888,0.7666666666666667,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,15,2,26002,src_v16c,60,63,60,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.8571428571428571,0.8666666666666667,0.7701680672268908,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,15,2,26002,ridge_raw,60,63,60,,,,,,,,,0.8888888888888888,0.7666666666666667,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,15,2,26002,ridge_multihop5,60,63,60,,,,,,,,,0.8253968253968254,0.8666666666666667,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,15,3,26003,src_v16c,60,63,60,6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.8253968253968254,0.8,0.84796918767507,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,15,3,26003,ridge_raw,60,63,60,,,,,,,,,0.7936507936507936,0.8166666666666667,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,15,3,26003,ridge_multihop5,60,63,60,,,,,,,,,0.8412698412698413,0.8333333333333334,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,15,4,26004,src_v16c,60,63,60,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.9206349206349206,0.75,0.9360644257703081,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,15,4,26004,ridge_raw,60,63,60,,,,,,,,,0.8888888888888888,0.8166666666666667,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,15,4,26004,ridge_multihop5,60,63,60,,,,,,,,,0.873015873015873,0.8666666666666667,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,20,0,31000,src_v16c,76,52,55,6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.8653846153846154,0.7454545454545455,0.9291666666666667,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,20,0,31000,ridge_raw,76,52,55,,,,,,,,,0.8846153846153846,0.8363636363636363,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,20,0,31000,ridge_multihop5,76,52,55,,,,,,,,,0.9038461538461539,0.7636363636363637,,,alpha_selected_by_val_only_no_test,0.1
E11,texas,20,1,31001,src_v16c,76,52,55,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.9038461538461539,0.8181818181818182,0.9333333333333333,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,20,1,31001,ridge_raw,76,52,55,,,,,,,,,0.8846153846153846,0.7636363636363637,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,20,1,31001,ridge_multihop5,76,52,55,,,,,,,,,0.8846153846153846,0.7818181818181819,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,20,2,31002,src_v16c,76,52,55,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.9038461538461539,0.9090909090909091,0.9388888888888889,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,20,2,31002,ridge_raw,76,52,55,,,,,,,,,0.9038461538461539,0.8181818181818182,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,20,2,31002,ridge_multihop5,76,52,55,,,,,,,,,0.8846153846153846,0.8909090909090909,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,20,3,31003,src_v16c,76,52,55,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.9423076923076923,0.8363636363636363,0.9555555555555556,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,20,3,31003,ridge_raw,76,52,55,,,,,,,,,0.9807692307692307,0.8727272727272727,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,20,3,31003,ridge_multihop5,76,52,55,,,,,,,,,0.9423076923076923,0.8727272727272727,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,20,4,31004,src_v16c,76,52,55,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7884615384615384,0.8727272727272727,0.8374999999999999,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,20,4,31004,ridge_raw,76,52,55,,,,,,,,,0.8269230769230769,0.7818181818181819,,,alpha_selected_by_val_only_no_test,0.1
E11,texas,20,4,31004,ridge_multihop5,76,52,55,,,,,,,,,0.8076923076923077,0.8363636363636363,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,1,0,12000,src_v16c,5,117,129,6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.39316239316239315,0.3643410852713178,0.3703508771929825,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,1,0,12000,ridge_raw,5,117,129,,,,,,,,,0.47863247863247865,0.7286821705426356,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,1,0,12000,ridge_multihop5,5,117,129,,,,,,,,,0.4444444444444444,0.3875968992248062,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,1,1,12001,src_v16c,5,117,129,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.37606837606837606,0.20930232558139536,0.3801754385964912,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,1,1,12001,ridge_raw,5,117,129,,,,,,,,,0.42735042735042733,0.3798449612403101,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,1,1,12001,ridge_multihop5,5,117,129,,,,,,,,,0.36752136752136755,0.20930232558139536,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,1,2,12002,src_v16c,5,117,129,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.3247863247863248,0.5116279069767442,0.31605263157894736,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,1,2,12002,ridge_raw,5,117,129,,,,,,,,,0.5470085470085471,0.4806201550387597,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,1,2,12002,ridge_multihop5,5,117,129,,,,,,,,,0.3076923076923077,0.5193798449612403,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,1,3,12003,src_v16c,5,117,129,6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.36752136752136755,0.2868217054263566,0.3435964912280702,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,1,3,12003,ridge_raw,5,117,129,,,,,,,,,0.4700854700854701,0.8527131782945736,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,1,3,12003,ridge_multihop5,5,117,129,,,,,,,,,0.4017094017094017,0.32558139534883723,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,1,4,12004,src_v16c,5,117,129,6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.2905982905982906,0.4263565891472868,0.3086842105263158,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,1,4,12004,ridge_raw,5,117,129,,,,,,,,,0.4188034188034188,0.24031007751937986,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,1,4,12004,ridge_multihop5,5,117,129,,,,,,,,,0.29914529914529914,0.4263565891472868,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,2,0,13000,src_v16c,10,114,127,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.4649122807017544,0.5354330708661418,0.526688560481664,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,2,0,13000,ridge_raw,10,114,127,,,,,,,,,0.5614035087719298,0.5433070866141733,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,2,0,13000,ridge_multihop5,10,114,127,,,,,,,,,0.4298245614035088,0.5118110236220472,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,2,1,13001,src_v16c,10,114,127,6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.4824561403508772,0.36220472440944884,0.5047837985769019,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,2,1,13001,ridge_raw,10,114,127,,,,,,,,,0.6929824561403509,0.7244094488188977,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,2,1,13001,ridge_multihop5,10,114,127,,,,,,,,,0.4649122807017544,0.29133858267716534,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,2,2,13002,src_v16c,10,114,127,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.6052631578947368,0.6220472440944882,0.5351614668856048,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,2,2,13002,ridge_raw,10,114,127,,,,,,,,,0.6666666666666666,0.8110236220472441,,,alpha_selected_by_val_only_no_test,0.1
E11,wisconsin,2,2,13002,ridge_multihop5,10,114,127,,,,,,,,,0.543859649122807,0.6299212598425197,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,2,3,13003,src_v16c,10,114,127,4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.49122807017543857,0.33858267716535434,0.5303776683087028,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,2,3,13003,ridge_raw,10,114,127,,,,,,,,,0.543859649122807,0.4645669291338583,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,2,3,13003,ridge_multihop5,10,114,127,,,,,,,,,0.4473684210526316,0.3228346456692913,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,2,4,13004,src_v16c,10,114,127,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.45614035087719296,0.25984251968503935,0.5096770662287904,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,2,4,13004,ridge_raw,10,114,127,,,,,,,,,0.5701754385964912,0.5118110236220472,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,2,4,13004,ridge_multihop5,10,114,127,,,,,,,,,0.43859649122807015,0.30708661417322836,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,3,0,14000,src_v16c,15,111,125,6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.3783783783783784,0.32,0.3603921568627451,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,3,0,14000,ridge_raw,15,111,125,,,,,,,,,0.5045045045045045,0.408,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,3,0,14000,ridge_multihop5,15,111,125,,,,,,,,,0.32432432432432434,0.312,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,3,1,14001,src_v16c,15,111,125,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.5585585585585585,0.712,0.47406162464985996,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,3,1,14001,ridge_raw,15,111,125,,,,,,,,,0.7387387387387387,0.656,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,3,1,14001,ridge_multihop5,15,111,125,,,,,,,,,0.6306306306306306,0.728,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,3,2,14002,src_v16c,15,111,125,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.6396396396396397,0.616,0.5507843137254902,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,3,2,14002,ridge_raw,15,111,125,,,,,,,,,0.7117117117117117,0.712,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,3,2,14002,ridge_multihop5,15,111,125,,,,,,,,,0.6396396396396397,0.632,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,3,3,14003,src_v16c,15,111,125,4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.5765765765765766,0.68,0.5192717086834734,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,3,3,14003,ridge_raw,15,111,125,,,,,,,,,0.6306306306306306,0.648,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,3,3,14003,ridge_multihop5,15,111,125,,,,,,,,,0.5765765765765766,0.568,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,3,4,14004,src_v16c,15,111,125,6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.5675675675675675,0.632,0.5680672268907563,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,3,4,14004,ridge_raw,15,111,125,,,,,,,,,0.6936936936936937,0.656,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,3,4,14004,ridge_multihop5,15,111,125,,,,,,,,,0.5225225225225225,0.712,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,5,0,16000,src_v16c,25,105,121,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.6952380952380952,0.6033057851239669,0.684871794871795,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,5,0,16000,ridge_raw,25,105,121,,,,,,,,,0.7619047619047619,0.5454545454545454,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,5,0,16000,ridge_multihop5,25,105,121,,,,,,,,,0.7047619047619048,0.5950413223140496,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,5,1,16001,src_v16c,25,105,121,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.6952380952380952,0.8099173553719008,0.642051282051282,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,5,1,16001,ridge_raw,25,105,121,,,,,,,,,0.7428571428571429,0.7933884297520661,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,5,1,16001,ridge_multihop5,25,105,121,,,,,,,,,0.6571428571428571,0.7603305785123967,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,5,2,16002,src_v16c,25,105,121,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.580952380952381,0.7355371900826446,0.5161538461538462,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,5,2,16002,ridge_raw,25,105,121,,,,,,,,,0.6761904761904762,0.71900826446281,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,5,2,16002,ridge_multihop5,25,105,121,,,,,,,,,0.6095238095238096,0.768595041322314,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,5,3,16003,src_v16c,25,105,121,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.6857142857142857,0.5785123966942148,0.6574358974358974,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,5,3,16003,ridge_raw,25,105,121,,,,,,,,,0.8380952380952381,0.9173553719008265,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,5,3,16003,ridge_multihop5,25,105,121,,,,,,,,,0.6666666666666666,0.6363636363636364,,,alpha_selected_by_val_only_no_test,0.1
E11,wisconsin,5,4,16004,src_v16c,25,105,121,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.49523809523809526,0.38016528925619836,0.5356410256410257,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,5,4,16004,ridge_raw,25,105,121,,,,,,,,,0.7428571428571429,0.7024793388429752,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,5,4,16004,ridge_multihop5,25,105,121,,,,,,,,,0.5238095238095238,0.512396694214876,,,alpha_selected_by_val_only_no_test,0.1
E11,wisconsin,8,0,19000,src_v16c,40,96,115,4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.71875,0.6521739130434783,0.7597101449275362,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,8,0,19000,ridge_raw,40,96,115,,,,,,,,,0.7708333333333334,0.6173913043478261,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,8,0,19000,ridge_multihop5,40,96,115,,,,,,,,,0.65625,0.6608695652173913,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,8,1,19001,src_v16c,40,96,115,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.7604166666666666,0.6869565217391305,0.5991304347826086,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,8,1,19001,ridge_raw,40,96,115,,,,,,,,,0.7708333333333334,0.9130434782608695,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,8,1,19001,ridge_multihop5,40,96,115,,,,,,,,,0.7395833333333334,0.6347826086956522,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,8,2,19002,src_v16c,40,96,115,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.6979166666666666,0.7478260869565218,0.5550724637681159,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,8,2,19002,ridge_raw,40,96,115,,,,,,,,,0.8229166666666666,0.9130434782608695,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,8,2,19002,ridge_multihop5,40,96,115,,,,,,,,,0.7291666666666666,0.8,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,8,3,19003,src_v16c,40,96,115,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.75,0.7043478260869566,0.7957971014492753,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,8,3,19003,ridge_raw,40,96,115,,,,,,,,,0.8541666666666666,0.8521739130434782,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,8,3,19003,ridge_multihop5,40,96,115,,,,,,,,,0.71875,0.6956521739130435,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,8,4,19004,src_v16c,40,96,115,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.6666666666666666,0.6869565217391305,0.7084057971014494,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,8,4,19004,ridge_raw,40,96,115,,,,,,,,,0.7916666666666666,0.6695652173913044,,,alpha_selected_by_val_only_no_test,0.1
E11,wisconsin,8,4,19004,ridge_multihop5,40,96,115,,,,,,,,,0.6458333333333334,0.6521739130434783,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,10,0,21000,src_v16c,48,92,111,4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.6847826086956522,0.6756756756756757,0.7571428571428571,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,10,0,21000,ridge_raw,48,92,111,,,,,,,,,0.7934782608695652,0.6396396396396397,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,10,0,21000,ridge_multihop5,48,92,111,,,,,,,,,0.6956521739130435,0.7117117117117117,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,10,1,21001,src_v16c,48,92,111,6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.7934782608695652,0.7477477477477478,0.8238095238095239,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,10,1,21001,ridge_raw,48,92,111,,,,,,,,,0.8152173913043478,0.9279279279279279,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,10,1,21001,ridge_multihop5,48,92,111,,,,,,,,,0.7934782608695652,0.7747747747747747,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,10,2,21002,src_v16c,48,92,111,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8043478260869565,0.7207207207207207,0.822857142857143,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,10,2,21002,ridge_raw,48,92,111,,,,,,,,,0.8260869565217391,0.8558558558558559,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,10,2,21002,ridge_multihop5,48,92,111,,,,,,,,,0.782608695652174,0.7207207207207207,,,alpha_selected_by_val_only_no_test,0.01
E11,wisconsin,10,3,21003,src_v16c,48,92,111,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.75,0.7657657657657657,0.7942857142857143,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,10,3,21003,ridge_raw,48,92,111,,,,,,,,,0.782608695652174,0.8378378378378378,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,10,3,21003,ridge_multihop5,48,92,111,,,,,,,,,0.7608695652173914,0.7477477477477478,,,alpha_selected_by_val_only_no_test,0.1
E11,wisconsin,10,4,21004,src_v16c,48,92,111,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.7282608695652174,0.6756756756756757,0.5914285714285714,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,10,4,21004,ridge_raw,48,92,111,,,,,,,,,0.8043478260869565,0.7837837837837838,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,10,4,21004,ridge_multihop5,48,92,111,,,,,,,,,0.7608695652173914,0.8378378378378378,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,15,0,26000,src_v16c,68,82,101,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8048780487804879,0.6435643564356436,0.8699999999999999,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,15,0,26000,ridge_raw,68,82,101,,,,,,,,,0.8414634146341463,0.8712871287128713,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,15,0,26000,ridge_multihop5,68,82,101,,,,,,,,,0.8048780487804879,0.6633663366336634,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,15,1,26001,src_v16c,68,82,101,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.8170731707317073,0.8514851485148515,0.8766666666666666,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,15,1,26001,ridge_raw,68,82,101,,,,,,,,,0.8902439024390244,0.9108910891089109,,,alpha_selected_by_val_only_no_test,10.0
E11,wisconsin,15,1,26001,ridge_multihop5,68,82,101,,,,,,,,,0.8048780487804879,0.8415841584158416,,,alpha_selected_by_val_only_no_test,1.0
E11,wisconsin,15,2,26002,src_v16c,68,82,101,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7073170731707317,0.693069306930693,0.6233333333333333,15327,fewshot_grid_selected_by_val_only_no_test,
E11,wisconsin,15,2,26002,ridge_raw,68,82,101,,,,,,,,,0.8902439024390244,0.8712871287128713,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,15,2,26002,ridge_multihop5,68,82,101,,,,,,,,,0.7317073170731707,0.7821782178217822,,,alpha_selected_by_val_only_no_test,100.0
E11,wisconsin,15,3,26003,src_v16c,68,82,101,4000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.8170731707317073,0.8316831683168316,0.6441666666666667,15327,fewshot_grid_selected_by_val_only_no_test,
